0,2.84E+00,2.93E+00,2.83E+00,2.66E+00,2.60E+00,2.44E+00,2.12E+00
82,2.84E+00,2.87E+00,2.82E+00,2.61E+00,2.54E+00,2.32E+00,2.05E+00
164,2.84E+00,2.81E+00,2.44E+00,2.36E+00,2.28E+00,2.20E+00,1.86E+00
328,2.56E+00,2.43E+00,2.16E+00,1.84E+00,1.66E+00,1.52E+00,1.94E+00
820,7.05E-01,9.56E-01,1.20E+00,1.12E+00,1.07E+00,8.95E-01,1.14E+00
1640,3.42E-01,5.38E-01,5.38E-01,6.23E-01,7.14E-01,4.39E-01,6.09E-01
2461,2.41E-01,2.52E-01,3.02E-01,3.64E-01,3.75E-01,1.73E-01,4.51E-01
3281,0.00E+00,9.88E-02,1.58E-01,2.21E-01,1.76E-01,7.32E-02,5.41E-01
4101,0.00E+00,1.31E-01,2.94E-01,4.88E-01,6.41E-01,5.96E-01,6.53E-01
5187,1.53E-01,2.12E-01,5.05E-01,5.41E-01,6.85E-01,1.07E+00,9.97E-01
